,bpm,description,file_id,license,name,path,username
13,120,Electric guitar with distorsion and wah effect . It loops well at 120 bpm. ,15480,http://creativecommons.org/licenses/by-nc/3.0/,electric guitar distorsion wah120.wav,./audio_corpora_freesound/15480_40665-hq.ogg,pitx
14,98,"It's a break for my pack ""beats 'n stuff"" although it's only 98 bpm, it pumps good. Remember that the little play icon on this site plays a preview that is in lesser quality than the sample (took me awhile to figure that out *genius*) 

Technote.
Had the samples loaded from Canvas break and thought that the night was young. And this is the result. Starts out kind of industrial, goes over to a four on the floor with some scratch to make it sparkle.",15825,http://creativecommons.org/licenses/by/3.0/,caravan_break_98_BPM.wav,./audio_corpora_freesound/15825_29471-hq.ogg,beatbed
15,105,"Improvisation with a cheap electric guitar plugged in the PC. If it's split an newly arranged is a useful stuff to make new riffs. The improvisation is part of the song ""Good morning"" audible in  <a href=""http://ccmixter.org/media/files/Pitx/6465"" rel=""nofollow"">http://ccmixter.org/media/files/Pitx/6465</a> // Improvisación con una guitarra eléctrica barata enchufada al PC. Si se recorta en trozos y se reordenan aparecen nuevos riffs. La improvisación es parte del tema ""Good morning"" que puede oirse en <a href=""http://ccmixter.org/media/files/Pitx/6465"" rel=""nofollow"">http://ccmixter.org/media/files/Pitx/6465</a>",16063,http://creativecommons.org/licenses/by-nc/3.0/,guitar_riffs_105bpm_G.wav,./audio_corpora_freesound/16063_40665-hq.ogg,pitx
16,155,"1 of 10 bass loops from the harri bass loop pack vol. 1
slightly funky / jazzy, crime flick from the 70s (?)",16172,http://creativecommons.org/licenses/by/3.0/,accoustic_loop_3_155bpm.mp3,./audio_corpora_freesound/16172_18811-hq.ogg,harri
17,170,"1 of 10 bass loops from the harri bass loop pack vol. 1
kinda funky with added delay and progression resolve",16174,http://creativecommons.org/licenses/by/3.0/,digibass_loop_170bpm.mp3,./audio_corpora_freesound/16174_18811-hq.ogg,harri
18,150,"1 of 10 bass loops from the harri bass loop pack vol. 1
reminds me of something by Dr Alex Patterson. ambient ahoy.",16175,http://creativecommons.org/licenses/by/3.0/,digibass_loop_arpeggio_150bpm.mp3,./audio_corpora_freesound/16175_18811-hq.ogg,harri
19,111,"1 of 10 bass loops from the harri bass loop pack vol. 1
why does this remind me of gary numan?",16179,http://creativecommons.org/licenses/by/3.0/,fingerbass_loop_simple_111bpm.mp3,./audio_corpora_freesound/16179_18811-hq.ogg,harri
20,102,"A beat with flutter and a 'beep' that somehow reminds me of a ghost.--This is Casper, the little celebration ghost that brightens your day when download hits 100 OK?Imagine what he'll do when we get to one K?",17813,http://creativecommons.org/licenses/by/3.0/,casper_102bpm.wav,./audio_corpora_freesound/17813_29471-hq.ogg,beatbed
21,85,kick drum loop made on a korg drum machine approx 85 bpm,19798,http://creativecommons.org/licenses/by/3.0/,Korg_drum_M_Kick 001.aif,./audio_corpora_freesound/19798_17322-hq.ogg,simon wye
22,100,"a selection of drum and bass loops that I made myself with 'ableton live sequencing software'.  - using the impulse drum machine, reverb, filter delay, compressor 2, resonators, gate, saturator, EQ and ping pong.  I drew the drum pattern out in matrix editor and changed the cutoff and frequency, transparency, drive, stretch, delay, volume, and transpose of drum sounds from my own copyright free sound library, and then ran each sound through various effects and processors mentioned above randomly, had fun, messed around, mixed up, deleted and added then settled on something that i liked the sound of and then rendered into a wav file and uploaded here to share! :)",21571,http://creativecommons.org/licenses/by-nc/3.0/,groove Rendered 100bpm-1.wav,./audio_corpora_freesound/21571_45941-hq.ogg,djgriffin
23,105,"a selection of drum and bass loops that I made myself with 'ableton live sequencing software'.  - using the impulse drum machine, reverb, filter delay, compressor 2, resonators, gate, saturator, EQ and ping pong.  I drew the drum pattern out in matrix editor and changed the cutoff and frequency, transparency, drive, stretch, delay, volume, and transpose of drum sounds from my own copyright free sound library, and then ran each sound through various effects and processors mentioned above randomly, had fun, messed around, mixed up, deleted and added then settled on something that i liked the sound of and then rendered into a wav file and uploaded here to share! :)",21572,http://creativecommons.org/licenses/by-nc/3.0/,groove Rendered 105bpm-2.wav,./audio_corpora_freesound/21572_45941-hq.ogg,djgriffin
24,160,"a selection of drum and bass loops that I made myself with 'ableton live sequencing software'.  - using the impulse drum machine, reverb, filter delay, compressor 2, resonators, gate, saturator, EQ and ping pong.  I drew the drum pattern out in matrix editor and changed the cutoff and frequency, transparency, drive, stretch, delay, volume, and transpose of drum sounds from my own copyright free sound library, and then ran each sound through various effects and processors mentioned above randomly, had fun, messed around, mixed up, deleted and added then settled on something that i liked the sound of and then rendered into a wav file and uploaded here to share! :)",21573,http://creativecommons.org/licenses/by-nc/3.0/,groove Rendered 160bpm-2 filt long.wav,./audio_corpora_freesound/21573_45941-hq.ogg,djgriffin
25,99,"99 bpm beat, kind of a breakbeat or some faster trip-hop, interesting and quite weird, programmed by me around 2001.",22128,http://creativecommons.org/licenses/by/3.0/,diztheeng_99bpm.wav,./audio_corpora_freesound/22128_109943-hq.ogg,nikolat
26,90,"90 bpm oldskoolish pretty sharp hiphop beat with percussions,  done by me around 2001.",22130,http://creativecommons.org/licenses/by/3.0/,hunter_90bpm.wav,./audio_corpora_freesound/22130_109943-hq.ogg,nikolat
27,77,taken from lo(n)illness project from kkz. Dry loop 77 bpm,23041,http://creativecommons.org/publicdomain/zero/1.0/,Shuffle beat.wav,./audio_corpora_freesound/23041_16518-hq.ogg,kkz
28,80,"...taken from song ""dust""... 80bpm, fully processed track ",23042,http://creativecommons.org/publicdomain/zero/1.0/,emptinesslikedust.wav,./audio_corpora_freesound/23042_16518-hq.ogg,kkz
29,80,Sliding Bass Loop.  Done in Reason.,24951,http://creativecommons.org/publicdomain/zero/1.0/,SlideBass 80 bpm.wav,./audio_corpora_freesound/24951_42670-hq.ogg,Schulze
30,100,Metallic clangy percussion - 4 bars at 100bpm,25570,http://creativecommons.org/licenses/by/3.0/,drum2 - perco - 100bpm.aiff,./audio_corpora_freesound/25570_50378-hq.ogg,jim68000
31,90,A long drum loop (16 bars) using filtered high hats and a little analogue kick. Might work well with a breakbeat underneath. Created in Reason 1.,25766,http://creativecommons.org/licenses/by/3.0/,welcome to staines 90bpm.aif,./audio_corpora_freesound/25766_50378-hq.ogg,jim68000
32,90,A filtered drum loop to match the abstraction bass loop. It's a long sample because of the LFOed filters. Created in Reason.,25768,http://creativecommons.org/licenses/by/3.0/,abstraction - drums 90bpm.aif,./audio_corpora_freesound/25768_50378-hq.ogg,jim68000
33,92,Electronic drumloop with 92 bpm.,26199,http://creativecommons.org/licenses/by/3.0/,DL_L010_92.mp3,./audio_corpora_freesound/26199_185304-hq.ogg,bassmatiker
34,95,Electronic drumloop with 95 bpm.,26201,http://creativecommons.org/licenses/by/3.0/,DL_L013_95.mp3,./audio_corpora_freesound/26201_185304-hq.ogg,bassmatiker
35,116,Electronic drumloop with 116 bpm.,26204,http://creativecommons.org/licenses/by/3.0/,DL_L016_116.mp3,./audio_corpora_freesound/26204_185304-hq.ogg,bassmatiker
36,105,flanged slow (105 bpm) bassline I played on my Yamaha 5-string,26206,http://creativecommons.org/licenses/by/3.0/,BL_FL002_105.mp3,./audio_corpora_freesound/26206_185304-hq.ogg,bassmatiker
37,175,Original Drumloop at 175 bpm,26241,http://creativecommons.org/licenses/by/3.0/,DL_BA017_175.wav,./audio_corpora_freesound/26241_185304-hq.ogg,bassmatiker
38,100,"Percussion loop,  done in Ableton Live.",27224,http://creativecommons.org/publicdomain/zero/1.0/,Woodpecker Loop 100 bpm.wav,./audio_corpora_freesound/27224_42670-hq.ogg,Schulze
39,92,First drum loop for my next song. 92bpm. Not too intricate.,27320,http://creativecommons.org/publicdomain/zero/1.0/,Loop_8Blasts.wav,./audio_corpora_freesound/27320_100848-hq.ogg,Big_D123
40,60,a long rhythmic drone loop ,27506,http://creativecommons.org/licenses/by/3.0/,rhythmic_dronescape_1_60bpm.wav,./audio_corpora_freesound/27506_202498-hq.ogg,crushed bits
41,120,A rhythmic synth sequence made to loop at 120bpm. ,28434,http://creativecommons.org/licenses/by/3.0/,aksynthloop 3.wav,./audio_corpora_freesound/28434_215874-hq.ogg,ERH
42,136,136 bpm slow evolving super echoey bass rhythm. tweaky. ,30186,http://creativecommons.org/licenses/by/3.0/,136_reaktor-craziness.aif,./audio_corpora_freesound/30186_191134-hq.ogg,ontology
43,120,A classical style cello sequence made with synthesised sounds. This should loop at 120 bpm. Part of the Strings sample pack.,30191,http://creativecommons.org/licenses/by/3.0/,cello14 loop.wav,./audio_corpora_freesound/30191_215874-hq.ogg,ERH
44,105,"Just a little homemade two-chord chunk. If used, please let me hear it!",30435,http://creativecommons.org/licenses/by/3.0/,105bpm.wav,./audio_corpora_freesound/30435_235133-hq.ogg,james duckett
45,123,"A heavily processed string chord progression, in A minor at 123 bpm but the sounds are to abstract to make out the timing.",31224,http://creativecommons.org/licenses/sampling+/1.0/,Abstract_Strings_Aminor123bpm.wav,./audio_corpora_freesound/31224_209449-hq.ogg,DJJG
46,98,"A snare drum played with brush sticks by my friend Mark Hage. Unprocessed, some room ambience but not too much. (98 bpm)",31518,http://creativecommons.org/licenses/by/3.0/,BrushedSnare2.wav,./audio_corpora_freesound/31518_129090-hq.ogg,HerbertBoland
47,124,this is a beat creation using only the sounds from IMPresora.wav added by melack. No effects were added. The beat was made in fruityloops and cut up in sound forge. The tempo is at 124 bpm.,31987,http://creativecommons.org/licenses/by/3.0/,printer beat_Master.wav,./audio_corpora_freesound/31987_266745-hq.ogg,bloomypetal
48,80,"This is a remix of the 31446_hello_flowers_Looped_Airport_Noise_7.wav sample by hello_flowers. Since I really liked his description I had to pay him an honour by remixing this samples. I cutted up his sample, pitched some parts up and/or down, and mangled it using the really very nice VST plugin AnarchyRhythms.v2. Mastering was done within Wavelab using some EQ and multiband compression from my TC Powercore Firewire. This loop is loop 1 of 9.",32098,http://creativecommons.org/licenses/by/3.0/,Flower loop 80 bpm 1.wav,./audio_corpora_freesound/32098_2518-hq.ogg,Jovica
49,140,"Ive been trying to work on my loops and thus am starting with piano riffs and softer more smooth rifss
tell me if you use it for anything :D",32159,http://creativecommons.org/licenses/by/3.0/,pianowave_140bpm.wav,./audio_corpora_freesound/32159_209299-hq.ogg,-zin-
50,157,"This was a part of one of my bands songs that i turned into a loop. so it's all live.
I'm the drummer naturally lol",32172,http://creativecommons.org/licenses/by/3.0/,fat_beat_8_157bpm.wav,./audio_corpora_freesound/32172_209299-hq.ogg,-zin-
51,90,I played this beat with real drums as intro 8 years ago. now I have programmed it using hydrogen for a reunion,32485,http://creativecommons.org/licenses/sampling+/1.0/,david_legacy_90bpm.wav,./audio_corpora_freesound/32485_279796-hq.ogg,david_d
52,160,"This is a remix of samples from HardPCM's ""Chip"" pack. It was sequenced using Digital Performer and the iDrum plugin instrument. In 6/8 time.",32873,http://creativecommons.org/licenses/by/3.0/,NES 160 bpm 6:8.WAV,./audio_corpora_freesound/32873_229160-hq.ogg,Brotherprovisional
53,80,"This is a remix of samples from HardPCM's ""Chip"" pack. It was sequenced using Digital Performer and the iDrum plugin instrument.",32875,http://creativecommons.org/licenses/by/3.0/,NES 80 bpm.WAV,./audio_corpora_freesound/32875_229160-hq.ogg,Brotherprovisional
54,60,"60 seconds of a Grandfather Clock. I needed a clean sample of a Grandfather clock. I downloaded <a href=""http://www.freesound.org/people/daveincamas/sounds/27078"" rel=""nofollow"">http://www.freesound.org/people/daveincamas/sounds/27078</a> filtered out some of the low frequency rumble, sliced out some of the individual sounds, then put these into FL Studio as a sequence at 60 bpm. The result is a Hi-Fi crystal-locked version of the original recording by daveincamas. I particularly like some of the extra sounds from the mechanism. Thanks for the original sample Dave! :)",32937,http://creativecommons.org/licenses/by/3.0/,Grandfather Clock - digifish.mp3,./audio_corpora_freesound/32937_29541-hq.ogg,digifishmusic
55,60,A bass riff in E. Loops at 60 bpm.,34373,http://creativecommons.org/publicdomain/zero/1.0/,bass60bpm.wav,./audio_corpora_freesound/34373_95609-hq.ogg,UncleSigmund
56,60,An electric guitar riff in E with effects. 60 bpm.,34374,http://creativecommons.org/publicdomain/zero/1.0/,guitar60bpm.wav,./audio_corpora_freesound/34374_95609-hq.ogg,UncleSigmund
57,105,"My attempt to make a clean guitar recording originally by user pitx sound more like a resonator guitar.  Effects used were EQ, tremolo, and reverb.",35847,http://creativecommons.org/licenses/sampling+/1.0/,Moseph_guitar_riffs_105bpm_G_with_effect.wav,./audio_corpora_freesound/35847_351652-hq.ogg,Moseph
58,127,little loop i made from individually crafted sounds,36857,http://creativecommons.org/licenses/by-nc/3.0/,house 24 127bpm.wav,./audio_corpora_freesound/36857_45941-hq.ogg,djgriffin
59,127,selection of loops from a track i'm making from scratch.,36871,http://creativecommons.org/licenses/by-nc/3.0/,poot1 127bpm.wav,./audio_corpora_freesound/36871_45941-hq.ogg,djgriffin
60,127,selection of loops from a track i'm making from scratch.,36873,http://creativecommons.org/licenses/by-nc/3.0/,poot2 127bpm.wav,./audio_corpora_freesound/36873_45941-hq.ogg,djgriffin
61,135,selection of loops from a track i'm making from scratch.,36874,http://creativecommons.org/licenses/by-nc/3.0/,poot3 135bpm.wav,./audio_corpora_freesound/36874_45941-hq.ogg,djgriffin
62,135,selection of loops from a track i'm making from scratch.,36875,http://creativecommons.org/licenses/by-nc/3.0/,poot4 135bpm.wav,./audio_corpora_freesound/36875_45941-hq.ogg,djgriffin
63,135,selection of loops from a track i'm making from scratch.,36880,http://creativecommons.org/licenses/by-nc/3.0/,poot9 135bpm.wav,./audio_corpora_freesound/36880_45941-hq.ogg,djgriffin
64,135,another little loop from a song POOT im making in live.,36917,http://creativecommons.org/licenses/by-nc/3.0/,POOT 13 RAW 135bpm.wav,./audio_corpora_freesound/36917_45941-hq.ogg,djgriffin
65,120,"This is a 2 bar 120 bpm bassline with one dry and one wet play thru. The effect on the wet half is a simple filter morph, raising the cut-off on a low-pass filter thru-out the loop.",38999,http://creativecommons.org/publicdomain/zero/1.0/,basslinefiltermorphexample.wav,./audio_corpora_freesound/38999_66959-hq.ogg,nednednerb
66,45,Part of a collection of various types and forms of audionoise (to be expanded). They say that this is Jim Morrison breathing at 0.45 bpm.,39125,http://creativecommons.org/publicdomain/zero/1.0/,noise low rumble.wav,./audio_corpora_freesound/39125_113173-hq.ogg,Voktebef
67,95,A linked succession of beats at 95bpm. I decided to upload this as one file rather than cut into loops as most people here will be able to chop the loops out. ,39524,http://creativecommons.org/licenses/by-nc/3.0/,eh m 20 beat 95bpm.wav,./audio_corpora_freesound/39524_215874-hq.ogg,ERH
68,87,"Two cellos playing two chords twice. Try 88 or 87 bpm. Originally the cello used in our song ""Rakkauden nälkä"" (every now and then at www.myspace.com/pukspace); clipped, pitchshifted and some reverb (CSR Hall) added with Pro Tools. - PS. Uuups, I left a clip there in the middle! Uploaded the wrong file, actually. So only half of it is usable, sorry.
",39665,http://creativecommons.org/licenses/by/3.0/,cellos two chords 88 bpm.wav,./audio_corpora_freesound/39665_157342-hq.ogg,jus
69,69,"Some plucked guitar with tremolo, delay, reverb and Vox-like amplification. 69 bpm used in recording (141 might also be ok straight away). I may use this one myself, too, but why not share it. Most eagerly I would give it to Radiohead, but I'm afraid they are not lacking any.",39704,http://creativecommons.org/licenses/by/3.0/,plucked Rickenbacker.wav,./audio_corpora_freesound/39704_157342-hq.ogg,jus
70,115,"Guitar in G minor. Somewhat reminds me of Robert Smith (The Cure, Siouxsie and the Banshees). It's the flanger you see. Vox-like amp, flanger, tremolo, reverb. 115 bpm.",39870,http://creativecommons.org/licenses/by/3.0/,plucked TheCureish.wav,./audio_corpora_freesound/39870_157342-hq.ogg,jus
71,90,Beginning at a leisurely 90 bpm and speeding up to 150 bpm this beat has sdded resonance. Part of a much longer sequence with and without resonance - let me know if you would like more or if you need loopable cuts.,40725,http://creativecommons.org/licenses/by-nc/3.0/,resobeat 90 150.wav,./audio_corpora_freesound/40725_215874-hq.ogg,ERH
72,150,Bass heavy synth sequence at 150 bpm. ,40727,http://creativecommons.org/licenses/by/3.0/,bassic b2 43.wav,./audio_corpora_freesound/40727_215874-hq.ogg,ERH
73,138,"small chorus like vocoded recording, recorded on audacity and edited on reason, performed by me.",40941,http://creativecommons.org/licenses/by/3.0/,Dew Void Vox 138bpm.wav,./audio_corpora_freesound/40941_113878-hq.ogg,VEXST
74,175,"Remix of yewbic_ubChillen05_175bpm w/ various hits, pongs, pings, claps, etc provided by altemark",41044,http://creativecommons.org/licenses/sampling+/1.0/,yewbic_altemark_1.mp3,./audio_corpora_freesound/41044_205017-hq.ogg,churkblip
75,121,Drum loop @ 121 bpm.,41304,http://creativecommons.org/publicdomain/zero/1.0/,121drumloop.wav,./audio_corpora_freesound/41304_95609-hq.ogg,UncleSigmund
76,173,"z1 atmosphere and percussion dronescape 173 bpm 

made with a z1 and cubase sx audio ",41619,http://creativecommons.org/licenses/by-nc/3.0/,dspz1sOUNdscap.wav,./audio_corpora_freesound/41619_226979-hq.ogg,planetbreakz
77,120,another house loop. 120 bpm's,42023,http://creativecommons.org/licenses/by/3.0/,120 bpms.wav,./audio_corpora_freesound/42023_12368-hq.ogg,LS
78,100,drum loop 100 bpm made with Orion platinum ,42287,http://creativecommons.org/licenses/sampling+/1.0/,dloop_100bpm.wav,./audio_corpora_freesound/42287_1030-hq.ogg,pestilenza
79,91,"Ok, I am trying to make an epic 91 bpm neo classical instrumental and needed galloping synth triplets. This is what I got. Some were made with careless mistakes like the swing function turned up on the drum machine and the tempo was set to 89 on a few of the synth loops. This should result in a slight humanization and organic flavor. ",43246,http://creativecommons.org/licenses/by/3.0/,91dreamloop.wav,./audio_corpora_freesound/43246_4948-hq.ogg,NoiseCollector
80,120,120bpm 808 Break Beat,43531,http://creativecommons.org/licenses/by/3.0/,120bpm 808 Break Beat.wav,./audio_corpora_freesound/43531_384035-hq.ogg,mkoenig
81,120,Big Piping Breaker 120bpm,43539,http://creativecommons.org/licenses/by/3.0/,breakbeat_120.wav,./audio_corpora_freesound/43539_384035-hq.ogg,mkoenig
82,150,Nice synthesized loop 150bpm,43542,http://creativecommons.org/licenses/by/3.0/,dream_forever_150.wav,./audio_corpora_freesound/43542_384035-hq.ogg,mkoenig
83,160,Hard Core Beat 160bpm,43543,http://creativecommons.org/licenses/by/3.0/,hardfreekincore_160.wav,./audio_corpora_freesound/43543_384035-hq.ogg,mkoenig
84,140,140 bpm break. -24 bit 48kHz,43587,http://creativecommons.org/licenses/by/3.0/,BreakbeatEP-ALLC-140bpm.wav,./audio_corpora_freesound/43587_4479-hq.ogg,oscillator
85,120,pad sound that i created in flstudio. its a vocoded combo of different snyths there's a minimoog in there and spoken word. In this one I added my techno loop but pitched it alld own and run the beat at 120 bpm's,44014,http://creativecommons.org/licenses/by/3.0/,vocoded beat 2.wav,./audio_corpora_freesound/44014_12368-hq.ogg,LS
86,125,125 bpm's i believe. cool loop. i'll put up the drums later,44036,http://creativecommons.org/licenses/by/3.0/,cybermebaby.wav,./audio_corpora_freesound/44036_12368-hq.ogg,LS
87,185,I was bored and wanted to see how fast I could make my heart beat.  It starts out around 185 bpm and after a minute slows to 120 bpm. Sorry about the poor quality.  Enjoy.,44405,http://creativecommons.org/licenses/sampling+/1.0/,my heart.mp3,./audio_corpora_freesound/44405_491244-hq.ogg,DaeRae1987
88,114,"a Brazilian bass drum played with a mallet, this one tuned low and playing a slow pattern at 114 bpm",44571,http://creativecommons.org/publicdomain/zero/1.0/,zaboomba1.mp3,./audio_corpora_freesound/44571_183905-hq.ogg,uiop
89,114,"a Brazilian bass drum played with a mallet, tuned low and playing a slow pattern at 114 bpm",44572,http://creativecommons.org/publicdomain/zero/1.0/,zaboomba.aif,./audio_corpora_freesound/44572_183905-hq.ogg,uiop
90,145,"Two text to speech programs saying ""My DJ has a god complex"". Used ableton to warp the sounds slightly so the text fits on a 4/4 beat at 145 beats per minute.",44615,http://creativecommons.org/licenses/by/3.0/,My DJ has a god complex (145bpm).wav,./audio_corpora_freesound/44615_157722-hq.ogg,da_maestro
91,100,"Deep pulsating synthetic loop with vinyl noise; inspired by the movie ""Sunshine"" (Danny Boyle); 100bpm; root d#",44821,http://creativecommons.org/licenses/by/3.0/,100 d# Shine.wav,./audio_corpora_freesound/44821_236326-hq.ogg,Sascha Burghard
92,90,A loop born in flstudio 7 which is quiet and slow (90bpm),44909,http://creativecommons.org/publicdomain/zero/1.0/,Aciddream_10_light.wav,./audio_corpora_freesound/44909_350554-hq.ogg,Dolfeus
93,174,"A loop made with synth chords, fat bass, and voice but no beat done with fl7 @ 174bpm",44910,http://creativecommons.org/publicdomain/zero/1.0/,Bgun_62_1.wav,./audio_corpora_freesound/44910_350554-hq.ogg,Dolfeus
94,150,Sequence of saw-type synth. 150 bpm,45615,http://creativecommons.org/licenses/by/3.0/,Riser 1_Flicker.wav,./audio_corpora_freesound/45615_508997-hq.ogg,Flick3r
95,150,Phased pad with distorted feel. 150 bpm,45616,http://creativecommons.org/licenses/by/3.0/,Riser 2_Flicker.wav,./audio_corpora_freesound/45616_508997-hq.ogg,Flick3r
96,150,Pads and strings with a softsynth and delay. 150 bpm,45618,http://creativecommons.org/licenses/by/3.0/,Riser 4_Flicker.wav,./audio_corpora_freesound/45618_508997-hq.ogg,Flick3r
97,150,Drumloop all mixed together for ya. 150 bpm,45624,http://creativecommons.org/licenses/by/3.0/,Riser_Flicker.wav,./audio_corpora_freesound/45624_508997-hq.ogg,Flick3r
98,94,"when hip_hop was real and rough.
created in reason..........bass.......and beat.",45678,http://creativecommons.org/publicdomain/zero/1.0/,94bpm_dragger_dagger.wav,./audio_corpora_freesound/45678_279089-hq.ogg,torn.rugged.audio.35
99,151,drum and bass tekstep dark bassline ,45739,http://creativecommons.org/publicdomain/zero/1.0/,east_river_twisted_151bpm3.wav,./audio_corpora_freesound/45739_279089-hq.ogg,torn.rugged.audio.35
100,88,"makes me feel like i'm in the dark, it's raining, and something with bright red eyes is at the other end of the alley........",45741,http://creativecommons.org/publicdomain/zero/1.0/,east_river_twisted_88bpm.wav,./audio_corpora_freesound/45741_279089-hq.ogg,torn.rugged.audio.35
101,90,"dragging bassline, good groove, produced in reason......",45751,http://creativecommons.org/publicdomain/zero/1.0/,sewer_cap_90bpm.wav,./audio_corpora_freesound/45751_279089-hq.ogg,torn.rugged.audio.35
102,60,"Using the jazz changes from Wes Montgomery's wonderful Four on Six but slowed right down to 60bpm, this sample is made on an arpeggiating synth patch.",46234,http://creativecommons.org/licenses/by-nc/3.0/,4on6 cut 2.wav,./audio_corpora_freesound/46234_215874-hq.ogg,ERH
103,145,Wood bongos. Tumbao pattern at 145bpm. The downbeat is after the quick roll.,47249,http://creativecommons.org/publicdomain/zero/1.0/,bongopattern145bpm.WAV,./audio_corpora_freesound/47249_177850-hq.ogg,stomachache
104,90,Big texture of drones and pads.Ambient texture. 90 bpm 4/4. Duration: 5 bars.,47903,http://creativecommons.org/licenses/by/3.0/,newsoil90bpm.wav,./audio_corpora_freesound/47903_546044-hq.ogg,deep into perspectives
105,70,"wobble loop 70bpm
dubstep wobble bass lfo cutoff filter loop",48541,http://creativecommons.org/publicdomain/zero/1.0/,Freeze 2-noise_2.wav,./audio_corpora_freesound/48541_100432-hq.ogg,asdftekno
106,70,loop dub ambient space 70 bpm float dubstep fairground,48546,http://creativecommons.org/publicdomain/zero/1.0/,mypad1-70bpm.wav,./audio_corpora_freesound/48546_100432-hq.ogg,asdftekno
107,140,A bitcrushed techno-style loop at 140bpm.,48719,http://creativecommons.org/publicdomain/zero/1.0/,140bpm intro.mp3,./audio_corpora_freesound/48719_528100-hq.ogg,moca
108,90,I simple Dubtheme with single filtered triple delays. 90 bpm.,48930,http://creativecommons.org/publicdomain/zero/1.0/,dubsession.aif,./audio_corpora_freesound/48930_462105-hq.ogg,LogicMoon
109,90,digital resonant synth sounds. 90 bpm.,48931,http://creativecommons.org/publicdomain/zero/1.0/,resoline.aif,./audio_corpora_freesound/48931_462105-hq.ogg,LogicMoon
